OBJECTID,GEOGRAPHY_NAME,YEAR,GEOGRAPHY,SEX,RACE_ETHNICITY,AGE_CATEGORY,METRIC_NAME,METRIC_VALUE,QUALITY_FLAG,ESTIMATE_TYPE,Shape__Area,Shape__Length
2055,Upper Northwest,2015,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,47.38760632,,Final,45269909.765625,32725.2785751424
2056,Upper Northwest,2012,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,120,,Final,45269909.765625,32725.2785751424
2057,Upper Northwest,2011,Planning district,Female,All races/ethnicities,15-19,count_teen_births,159,,Final,45269909.765625,32725.2785751424
2058,Upper Northwest,2014,Planning district,Female,All races/ethnicities,15-19,count_teen_births,87,,Final,45269909.765625,32725.2785751424
2059,Upper Northwest,2019,Planning district,Female,All races/ethnicities,15-19,count_teen_births,44,,Final,45269909.765625,32725.2785751424
2060,Upper Northwest,2012,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,139,,Final,45269909.765625,32725.2785751424
2061,Upper Northwest,2015,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,12.08791209,,Final,45269909.765625,32725.2785751424
2062,Upper Northwest,2021,Planning district,All sexes,All races/ethnicities,All ages,count_births,960,,Final,45269909.765625,32725.2785751424
2063,Upper Northwest,2017,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,109,,Final,45269909.765625,32725.2785751424
2064,Upper Northwest,2016,Planning district,Female,All races/ethnicities,15-19,count_teen_births,64,,Final,45269909.765625,32725.2785751424
2065,Upper Northwest,2019,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,134,,Final,45269909.765625,32725.2785751424
2066,Upper Northwest,2023,Planning district,All sexes,All races/ethnicities,All ages,count_births,827,,Preliminary,45269909.765625,32725.2785751424
2067,Upper Northwest,2019,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,119,,Final,45269909.765625,32725.2785751424
2068,Upper Northwest,2017,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,11.11111111,,Final,45269909.765625,32725.2785751424
2069,Upper Northwest,2017,Planning district,Female,All races/ethnicities,15-19,count_teen_births,61,,Final,45269909.765625,32725.2785751424
2070,Upper Northwest,2019,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,26.73147023,,Final,45269909.765625,32725.2785751424
2071,Upper Northwest,2016,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,38.88213852,,Final,45269909.765625,32725.2785751424
2072,Upper Northwest,2020,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,10.96930458,,Final,45269909.765625,32725.2785751424
2073,Upper Northwest,2016,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,12.14689266,,Final,45269909.765625,32725.2785751424
2074,Upper Northwest,2018,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,12.47464503,,Final,45269909.765625,32725.2785751424
2075,Upper Northwest,2018,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,11.58732211,,Final,45269909.765625,32725.2785751424
2076,Upper Northwest,2016,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,129,,Final,45269909.765625,32725.2785751424
2077,Upper Northwest,2015,Planning district,Female,All races/ethnicities,15-19,count_teen_births,78,,Final,45269909.765625,32725.2785751424
2078,Upper Northwest,2014,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,52.85540705,,Final,45269909.765625,32725.2785751424
2079,Upper Northwest,2016,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,12.33521657,,Final,45269909.765625,32725.2785751424
2080,Upper Northwest,2017,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,37.05953827,,Final,45269909.765625,32725.2785751424
2081,West,2018,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,235,,Final,20609377.1835938,27025.1724586108
2082,West,2019,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,216,,Final,20609377.1835938,27025.1724586108
2083,West,2018,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,14.61442786,,Final,20609377.1835938,27025.1724586108
2084,West,2021,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,11.44314869,,Final,20609377.1835938,27025.1724586108
2085,West,2023,Planning district,All sexes,All races/ethnicities,All ages,count_births,1246,,Preliminary,20609377.1835938,27025.1724586108
2086,West,2021,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,157,,Final,20609377.1835938,27025.1724586108
2087,West,2020,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,12.1192053,,Final,20609377.1835938,27025.1724586108
2088,West,2020,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,183,,Final,20609377.1835938,27025.1724586108
2089,West,2023,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,152,,Preliminary,20609377.1835938,27025.1724586108
2090,West,2018,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,238,,Final,20609377.1835938,27025.1724586108
2091,West,2021,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,12.70499773,,Final,20609377.1835938,27025.1724586108
2092,West,2020,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,16.02649007,,Final,20609377.1835938,27025.1724586108
2093,West,2017,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,214,,Final,20609377.1835938,27025.1724586108
2094,West,2019,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,14.23862887,,Final,20609377.1835938,27025.1724586108
2095,West,2022,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,9.33758978,,Preliminary,20609377.1835938,27025.1724586108
2096,West,2020,Planning district,All sexes,All races/ethnicities,All ages,count_births,1510,,Final,20609377.1835938,27025.1724586108
2097,West,2023,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,11.53821223,,Preliminary,20609377.1835938,27025.1724586108
2098,West,2020,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,13.98290567,,Final,20609377.1835938,27025.1724586108
2099,West,2019,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,14.96374423,,Final,20609377.1835938,27025.1724586108
2100,West,2016,Planning district,Female,All races/ethnicities,15-19,count_teen_births,99,,Final,20609377.1835938,27025.1724586108
2101,West,2022,Planning district,All sexes,All races/ethnicities,All ages,count_births,1253,,Preliminary,20609377.1835938,27025.1724586108
2102,West,2022,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,11.60303364,,Preliminary,20609377.1835938,27025.1724586108
2103,West,2016,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,13.23434474,,Final,20609377.1835938,27025.1724586108
2104,West,2019,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,201,,Final,20609377.1835938,27025.1724586108
2105,West,2021,Planning district,All sexes,All races/ethnicities,All ages,count_births,1372,,Final,20609377.1835938,27025.1724586108
2106,West,2011,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,234,,Final,20609377.1835938,27025.1724586108
2107,West,2020,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,223,,Final,20609377.1835938,27025.1724586108
2108,West,2019,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,227,,Final,20609377.1835938,27025.1724586108
2109,West,2017,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,40.96834264,,Final,20609377.1835938,27025.1724586108
2110,West,2018,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,177,,Final,20609377.1835938,27025.1724586108
2111,West,2014,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,12.4775045,,Final,20609377.1835938,27025.1724586108
2112,West,2016,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,205,,Final,20609377.1835938,27025.1724586108
2113,West,2014,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,63.68715084,,Final,20609377.1835938,27025.1724586108
2114,West,2023,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,12.19903692,,Preliminary,20609377.1835938,27025.1724586108
2115,West,2016,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,36.87150838,,Final,20609377.1835938,27025.1724586108
2116,West,2018,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,14.80099502,,Final,20609377.1835938,27025.1724586108
2117,West,2019,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,14.35981901,,Final,20609377.1835938,27025.1724586108
2118,West,2022,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,117,,Preliminary,20609377.1835938,27025.1724586108
2119,West,2019,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,13.2498352,,Final,20609377.1835938,27025.1724586108
2120,West,2015,Planning district,Female,All races/ethnicities,15-19,count_teen_births,152,,Final,20609377.1835938,27025.1724586108
2121,West,2017,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,13.81536475,,Final,20609377.1835938,27025.1724586108
2122,West,2017,Planning district,Female,All races/ethnicities,15-19,count_teen_births,110,,Final,20609377.1835938,27025.1724586108
2123,West,2018,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,15.22121883,,Final,20609377.1835938,27025.1724586108
2124,West,2016,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,231,,Final,20609377.1835938,27025.1724586108
2125,West,2021,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,207,,Final,20609377.1835938,27025.1724586108
2126,West,2014,Planning district,Female,All races/ethnicities,15-19,count_teen_births,171,,Final,20609377.1835938,27025.1724586108
2127,West,2013,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,219,,Final,20609377.1835938,27025.1724586108
2128,West,2017,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,14.66272884,,Final,20609377.1835938,27025.1724586108
2129,West,2021,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,15.01457726,,Final,20609377.1835938,27025.1724586108
2130,West,2023,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,191,,Preliminary,20609377.1835938,27025.1724586108
2131,West,2017,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,257,,Final,20609377.1835938,27025.1724586108
2132,West,2011,Planning district,All sexes,All races/ethnicities,All ages,count_births,1761,,Final,20609377.1835938,27025.1724586108
2133,West,2016,Planning district,All sexes,All races/ethnicities,All ages,count_births,1549,,Final,20609377.1835938,27025.1724586108
2134,West,2011,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,16.66950645,,Final,20609377.1835938,27025.1724586108
2135,West,2015,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,56.61080074,,Final,20609377.1835938,27025.1724586108
2136,West,2018,Planning district,All sexes,All races/ethnicities,All ages,count_births,1608,,Final,20609377.1835938,27025.1724586108
2137,West,2016,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,10.39380245,,Final,20609377.1835938,27025.1724586108
2138,West,2018,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,11.00746269,,Final,20609377.1835938,27025.1724586108
2139,West,2016,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,14.912847,,Final,20609377.1835938,27025.1724586108
2140,West,2012,Planning district,Female,All races/ethnicities,15-19,count_teen_births,264,,Final,20609377.1835938,27025.1724586108
2141,West,2021,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,15.08746356,,Final,20609377.1835938,27025.1724586108
2142,West,2015,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,10.68458093,,Final,20609377.1835938,27025.1724586108
2143,West,2012,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,16.69790424,,Final,20609377.1835938,27025.1724586108
2144,West,2019,Planning district,All sexes,All races/ethnicities,All ages,count_births,1517,,Final,20609377.1835938,27025.1724586108
2145,West,2017,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,16.59134926,,Final,20609377.1835938,27025.1724586108
2146,West,2015,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,13.88355726,,Final,20609377.1835938,27025.1724586108
2147,West,2013,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,65.54934823,,Final,20609377.1835938,27025.1724586108
2148,West,2020,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,14.76821192,,Final,20609377.1835938,27025.1724586108
